location,county,species,weekStart,weekEnd,lat,lng
Eastman Lake,"Madera, Mariposa",Trout,2024/12/15,2024/12/21,37.230693,-119.972466
Evans Lake,Riverside,Trout,2024/12/15,2024/12/21,33.995998,-117.379907
Hollenbeck Park Lake,Los Angeles,Trout,2024/12/15,2024/12/21,34.039924,-118.218236
Huntington Park Lake,Orange,Trout,2024/12/15,2024/12/21,33.698396,-118.011161
Lopez Lake,San Luis Obispo,Trout,2024/12/15,2024/12/21,35.197314,-120.46878
Alondra Park Lake,Los Angeles,Trout,2024/12/15,2024/12/21,33.882028,-118.334293
El Dorado Park Lakes,Los Angeles,Trout,2024/12/15,2024/12/21,33.820542,-118.084551
Greer Park Lake,Orange,Trout,2024/12/15,2024/12/21,33.736703,-118.00857
Santa Fe Reservoir,Los Angeles,Trout,2024/12/15,2024/12/21,34.112907,-117.950271
Downey Wilderness Park Lake,Los Angeles,Trout,2024/12/15,2024/12/21,33.9359,-118.101231
Rancho Seco Lake,Sacramento,Trout,2024/12/15,2024/12/21,38.337526,-121.095012
La Mirada Lake,Los Angeles,Trout,2024/12/15,2024/12/21,33.90373,-118.00657
Tri-city Lake,Orange,Trout,2024/12/15,2024/12/21,33.904077,-117.866089
Avocado Lake,Fresno,Trout,2024/12/15,2024/12/21,36.787045,-119.412218
"Kern River, Section 4",Kern,Trout,2024/12/15,2024/12/21,35.7305030822754,-118.42365265
Bogart Park Pond,Riverside,Trout,2024/12/15,2024/12/21,33.9814076578515,-116.9535323
Lake Miramar,San Diego,Trout,2024/12/15,2024/12/21,32.916167,-117.098571
Lake San Antonio,Monterey,Trout,2024/12/15,2024/12/21,35.8454426258299,-120.97478912
Atascadero Lake,San Luis Obispo,Trout,2024/12/15,2024/12/21,35.46426,-120.666457
Legg Lakes,Los Angeles,Trout,2024/12/15,2024/12/21,34.033043,-118.058651
Ralph Clark Regional Park Lake,Orange,Trout,2024/12/15,2024/12/21,33.893664,-117.978444
Hensley Lake,Madera,Trout,2024/12/15,2024/12/21,37.124381,-119.877265
Bass Lake,Madera,Trout,2024/12/15,2024/12/21,37.311877,-119.551095
Yucaipa Lake,San Bernardino,Trout,2024/12/15,2024/12/21,34.053384,-117.048524
Little Lake,Riverside,Trout,2024/12/15,2024/12/21,33.727819,-116.917195
Yorba Linda Regional Park Lake,Orange,Trout,2024/12/15,2024/12/21,33.869442,-117.764807
Elizabeth Lake,Los Angeles,Trout,2024/12/15,2024/12/21,34.666157,-118.401881
Puddingstone Lake,Los Angeles,Trout,2024/12/15,2024/12/21,34.086974,-117.804408
Lake Murray,San Diego,Trout,2024/12/15,2024/12/21,32.786784,-117.042955
Baum Lake,Shasta,Trout,2024/12/22,2024/12/28,40.938845,-121.544996
Shaver Lake,Fresno,Trout,2024/12/22,2024/12/28,37.125692,-119.290435
Avocado Lake,Fresno,Trout,2024/12/22,2024/12/28,36.787045,-119.412218
Bass Lake,Madera,Trout,2024/12/22,2024/12/28,37.311877,-119.551095
"Kings River, Below Pine Flat Dam",Fresno,Trout,2024/12/22,2024/12/28,36.7976875305176,-119.39915466
"Kings River, Upper",Fresno,Trout,2024/12/22,2024/12/28,36.860408782959,-119.04424286
Jackson Lake,Los Angeles,Trout,2024/12/22,2024/12/28,34.391877,-117.726094
Fresno City Woodward Park Lake,Fresno,Trout,2024/12/22,2024/12/28,36.863692,-119.783463
Crystal Lake,Los Angeles,Trout,2024/12/22,2024/12/28,34.318786,-117.847032
"Kings River, Below Pine Flat Dam",Fresno,Trout,2024/12/29,2025/01/04,36.7976875305176,-119.39915466
Shadow Cliff Lake,Alameda,Trout,2024/12/29,2025/01/04,37.669744,-121.836473
Mooney Grove Park Pond,Tulare,Trout,2024/12/29,2025/01/04,36.2802909505087,-119.30894458
Lake Chabot,Solano,Trout,2024/12/29,2025/01/04,38.136611,-122.235139
Avocado Lake,Fresno,Trout,2024/12/29,2025/01/04,36.787045,-119.412218
Shaver Lake,Fresno,Trout,2024/12/29,2025/01/04,37.125692,-119.290435
Casitas Lake,Ventura,Trout,2024/12/29,2025/01/04,34.378808,-119.344
"Kern River, Section 4",Kern,Trout,2024/12/29,2025/01/04,35.7305030822754,-118.42365265
Baum Lake,Shasta,Trout,2024/12/29,2025/01/04,40.938845,-121.544996
Fresno City Woodward Park Lake,Fresno,Trout,2024/12/29,2025/01/04,36.863692,-119.783463
Lake Del Valle,Alameda,Trout,2024/12/29,2025/01/04,37.581651,-121.69916
Horseshoe Lake,Alameda,Trout,2024/12/29,2025/01/04,37.572952,-122.00143
Lake Miramar,San Diego,Trout,2025/01/05,2025/01/11,32.916167,-117.098571
"Kern River, Section 5","Kern, Tulare",Trout,2025/01/05,2025/01/11,35.7961883544922,-118.45127869
"Kings River, Upper",Fresno,Trout,2025/01/05,2025/01/11,36.860408782959,-119.04424286
Ming Lake,Kern,Trout,2025/01/05,2025/01/11,35.439631,-118.86563
Chollas Park Lake,San Diego,Trout,2025/01/05,2025/01/11,32.736949,-117.062971
Lopez Lake,San Luis Obispo,Trout,2025/01/05,2025/01/11,35.197314,-120.46878
Barney Schwartz Park Lake,San Luis Obispo,Trout,2025/01/05,2025/01/11,35.637244,-120.64599
River Walk Lake,Kern,Trout,2025/01/05,2025/01/11,35.351532,-119.126559
Lake Murray,San Diego,Trout,2025/01/05,2025/01/11,32.786784,-117.042955
Yucaipa Lake,San Bernardino,Trout,2025/01/05,2025/01/11,34.053384,-117.048524
Lake Wohlford,San Diego,Trout,2025/01/05,2025/01/11,33.173441,-116.992679
Lake Jennings,San Diego,Trout,2025/01/05,2025/01/11,32.857689,-116.887852
Bass Lake,Madera,Trout,2025/01/05,2025/01/11,37.311877,-119.551095
Del Lago Park Lake,Tulare,Trout,2025/01/05,2025/01/11,36.228637,-119.321163
Manzanita Lake,Madera,Trout,2025/01/05,2025/01/11,37.24543,-119.517409
Fresno City Woodward Park Lake,Fresno,Trout,2025/01/05,2025/01/11,36.863692,-119.783463
"Kings River, Below Pine Flat Dam",Fresno,Trout,2025/01/05,2025/01/11,36.7976875305176,-119.39915466
Cahuilla Park Lake,Riverside,Trout,2025/01/05,2025/01/11,33.632417,-116.273937
Corrine Lake,Madera,Trout,2025/01/05,2025/01/11,37.159408,-119.49595
Contra Loma Reservoir,Contra Costa,Trout,2025/01/05,2025/01/11,37.974436,-121.825589
Rancho Jurupa Park Pond,Riverside,Trout,2025/01/05,2025/01/11,33.981496,-117.419267
Pine Flat Reservoir,Fresno,Trout,2025/01/05,2025/01/11,36.856357,-119.282763
Mooney Grove Park Pond,Tulare,Trout,2025/01/05,2025/01/11,36.2802909505087,-119.30894458
"Kern River, Section 4",Kern,Trout,2025/01/05,2025/01/11,35.7305030822754,-118.42365265
Avocado Lake,Fresno,Trout,2025/01/05,2025/01/11,36.787045,-119.412218
Lafayette Reservoir,Contra Costa,Trout,2025/01/05,2025/01/11,37.881287,-122.142019
El Estero Lake,Monterey,Trout,2025/01/05,2025/01/11,36.599182,-121.885405
Seccombe Park Lake,San Bernardino,Trout,2025/01/05,2025/01/11,34.109481,-117.281879
Bon Tempe Lake,Marin,Trout,2025/01/05,2025/01/11,37.953636,-122.60603
Lakeshore Park Pond,Alameda,Trout,2025/01/05,2025/01/11,37.552217,-122.035878
Atascadero Lake,San Luis Obispo,Trout,2025/01/05,2025/01/11,35.46426,-120.666457
Little Lake,Riverside,Trout,2025/01/05,2025/01/11,33.727819,-116.917195
Hansen Dam Lake,Los Angeles,Trout,2025/01/12,2025/01/18,34.2661,-118.392908
Lincoln Park Lake,Los Angeles,Trout,2025/01/12,2025/01/18,34.06624,-118.202518
Huntington Park Lake,Orange,Trout,2025/01/12,2025/01/18,33.698396,-118.011161
Santa Margarita Lake,San Luis Obispo,Trout,2025/01/12,2025/01/18,35.328558,-120.47501
Pleasant Valley Reservoir,Inyo,Trout,2025/01/12,2025/01/18,37.42236,-118.536025
Lake Del Valle,Alameda,Trout,2025/01/12,2025/01/18,37.581651,-121.69916
Diaz Lake,Inyo,Trout,2025/01/12,2025/01/18,36.562231,-118.054857
Greer Park Lake,Orange,Trout,2025/01/12,2025/01/18,33.736703,-118.00857
Contra Loma Reservoir,Contra Costa,Trout,2025/01/12,2025/01/18,37.974436,-121.825589
Lake San Antonio,Monterey,Trout,2025/01/12,2025/01/18,35.8454426258299,-120.97478912
Oak Grove Park Lake,San Joaquin,Trout,2025/01/12,2025/01/18,38.054507,-121.367192
El Dorado Park Lakes,Los Angeles,Trout,2025/01/12,2025/01/18,33.820542,-118.084551
Fresno City Woodward Park Lake,Fresno,Trout,2025/01/12,2025/01/18,36.863692,-119.783463
Mojave Narrows Regional Park Lake,San Bernardino,Trout,2025/01/12,2025/01/18,34.51532,-117.278624
Ford Park Ponds,San Bernardino,Trout,2025/01/12,2025/01/18,34.043882,-117.162087
Alondra Park Lake,Los Angeles,Trout,2025/01/12,2025/01/18,33.882028,-118.334293
"Kings River, Below Pine Flat Dam",Fresno,Trout,2025/01/12,2025/01/18,36.7976875305176,-119.39915466
Carbon Canyon Reservoir,Orange,Trout,2025/01/12,2025/01/18,33.920218,-117.835353
Bogart Park Pond,Riverside,Trout,2025/01/12,2025/01/18,33.9814076578515,-116.9535323
Rancho Simi Park Lake,Ventura,Trout,2025/01/12,2025/01/18,34.2665,-118.763836
Sycamore Island Pond,Madera,Trout,2025/01/12,2025/01/18,36.8516179857113,-119.82626269
Cucamonga Guasti Park Lake,San Bernardino,Trout,2025/01/12,2025/01/18,34.072562,-117.589729
Santa Fe Reservoir,Los Angeles,Trout,2025/01/12,2025/01/18,34.112907,-117.950271
Finnon Reservoir,El Dorado,Trout,2025/01/12,2025/01/18,38.798341,-120.750051
Hollenbeck Park Lake,Los Angeles,Trout,2025/01/12,2025/01/18,34.039924,-118.218236
Rancho Seco Lake,Sacramento,Trout,2025/01/12,2025/01/18,38.337526,-121.095012
Baum Lake,Shasta,Trout,2025/01/12,2025/01/18,40.938845,-121.544996
"Owens River, Section 2",Inyo,Trout,2025/01/12,2025/01/18,37.1855621337891,-118.26623535
Legg Lakes,Los Angeles,Trout,2025/01/12,2025/01/18,34.033043,-118.058651
"Kern River, Section 5","Kern, Tulare",Trout,2025/01/12,2025/01/18,35.7961883544922,-118.45127869
Carr Park Lake,Orange,Trout,2025/01/12,2025/01/18,33.721744,-118.023462
Avocado Lake,Fresno,Trout,2025/01/12,2025/01/18,36.787045,-119.412218
Kenneth Hahn Lake,Los Angeles,Trout,2025/01/12,2025/01/18,34.009354,-118.370514
Sandywool Lake,Santa Clara,Trout,2025/01/12,2025/01/18,37.454999,-121.862382
Puddingstone Lake,Los Angeles,Trout,2025/01/12,2025/01/18,34.086974,-117.804408
Brite Valley Reservoir,Kern,Trout,2025/01/12,2025/01/18,35.106934,-118.542432
Yorba Linda Regional Park Lake,Orange,Trout,2025/01/12,2025/01/18,33.869442,-117.764807
Cerritos Lake,Los Angeles,Trout,2025/01/12,2025/01/18,33.85159,-118.060307
Belvedere Lake,Los Angeles,Trout,2025/01/12,2025/01/18,34.034691,-118.158507
Eastman Lake,"Madera, Mariposa",Trout,2025/01/12,2025/01/18,37.230693,-119.972466
Lafayette Reservoir,Contra Costa,Trout,2025/01/12,2025/01/18,37.881287,-122.142019
Tri-city Lake,Orange,Trout,2025/01/12,2025/01/18,33.904077,-117.866089
Hensley Lake,Madera,Trout,2025/01/12,2025/01/18,37.124381,-119.877265
Shasta Lake,Shasta,Trout,2025/01/12,2025/01/18,40.765934,-122.298688
La Mirada Lake,Los Angeles,Trout,2025/01/12,2025/01/18,33.90373,-118.00657
Ralph Clark Regional Park Lake,Orange,Trout,2025/01/12,2025/01/18,33.893664,-117.978444
Lake Isabella,Kern,Trout,2025/01/12,2025/01/18,35.669537,-118.427225
Prado Park Lake,San Bernardino,Trout,2025/01/12,2025/01/18,33.943239,-117.646789
Echo Park Lake,Los Angeles,Trout,2025/01/12,2025/01/18,34.073182,-118.260457
Glen Helen Park Lake,San Bernardino,Trout,2025/01/12,2025/01/18,34.207904,-117.403907
Downey Wilderness Park Lake,Los Angeles,Trout,2025/01/12,2025/01/18,33.9359,-118.101231
Greenhorn Reservoir,Siskiyou,Trout,2025/01/12,2025/01/18,41.711407,-122.653097
Eisenhower Park Lake,Orange,Trout,2025/01/12,2025/01/18,33.835836,-117.838413
Mile Square Park Lake,Orange,Trout,2025/01/12,2025/01/18,33.729213,-117.93928
"Owens River, Section 2",Inyo,Trout,2025/01/19,2025/01/25,37.1855621337891,-118.26623535
"Kern River, Section 5","Kern, Tulare",Trout,2025/01/19,2025/01/25,35.7961883544922,-118.45127869
Hidden Valley Pond,Contra Costa,Trout,2025/01/19,2025/01/25,37.982778,-122.090556
Cahuilla Park Lake,Riverside,Trout,2025/01/19,2025/01/25,33.632417,-116.273937
IWA Wister Pond,Imperial,Trout,2025/01/19,2025/01/25,33.274405,-115.589939
Sunbeam Lake,Imperial,Trout,2025/01/19,2025/01/25,32.779564,-115.679917
"Owens River, below Tinnemaha",Inyo,Trout,2025/01/19,2025/01/25,37.0494766235352,-118.22177887
Elizabeth Lake,Los Angeles,Trout,2025/01/19,2025/01/25,34.666157,-118.401881
Casitas Lake,Ventura,Trout,2025/01/19,2025/01/25,34.378808,-119.344
Lake Jennings,San Diego,Trout,2025/01/19,2025/01/25,32.857689,-116.887852
Del Lago Park Lake,Tulare,Trout,2025/01/19,2025/01/25,36.228637,-119.321163
Success Reservoir,Tulare,Trout,2025/01/19,2025/01/25,36.083355,-118.913546
Yucaipa Lake,San Bernardino,Trout,2025/01/19,2025/01/25,34.053384,-117.048524
Blue Lake Upper,Lake,Trout,2025/01/19,2025/01/25,39.170685,-123.011522
Halsey Forebay,Placer,Trout,2025/01/19,2025/01/25,38.972409,-121.038279
Avocado Lake,Fresno,Trout,2025/01/19,2025/01/25,36.787045,-119.412218
"Kern River, Section 4",Kern,Trout,2025/01/19,2025/01/25,35.7305030822754,-118.42365265
Rancho Jurupa Park Pond,Riverside,Trout,2025/01/19,2025/01/25,33.981496,-117.419267
"Kings River, Below Pine Flat Dam",Fresno,Trout,2025/01/19,2025/01/25,36.7976875305176,-119.39915466
Lake Murray,San Diego,Trout,2025/01/19,2025/01/25,32.786784,-117.042955
Kaweah Reservoir,Tulare,Trout,2025/01/19,2025/01/25,36.40541,-118.973392
Lake Miramar,San Diego,Trout,2025/01/19,2025/01/25,32.916167,-117.098571
Horseshoe Lake,Alameda,Trout,2025/01/19,2025/01/25,37.572952,-122.00143
Lake Wohlford,San Diego,Trout,2025/01/19,2025/01/25,33.173441,-116.992679
Murry Park Pond,Tulare,Trout,2025/01/19,2025/01/25,36.068868,-119.003408
Los Vaqueros Reservoir,Contra Costa,Trout,2025/01/19,2025/01/25,37.819878,-121.737875
Chollas Park Lake,San Diego,Trout,2025/01/19,2025/01/25,32.736949,-117.062971
Siskiyou Lake,Siskiyou,Trout,2025/01/19,2025/01/25,41.282998,-122.340186
Diaz Lake,Inyo,Trout,2025/01/26,2025/02/01,36.562231,-118.054857
"Kern River, Section 5","Kern, Tulare",Trout,2025/01/26,2025/02/01,35.7961883544922,-118.45127869
Temescal Lake,Alameda,Trout,2025/01/26,2025/02/01,37.846412,-122.230369
Bogart Park Pond,Riverside,Trout,2025/01/26,2025/02/01,33.9814076578515,-116.9535323
Shadow Cliff Lake,Alameda,Trout,2025/01/26,2025/02/01,37.669744,-121.836473
Shasta Lake,Shasta,Trout,2025/01/26,2025/02/01,40.765934,-122.298688
Kapusta Pond,Shasta,Trout,2025/01/26,2025/02/01,40.494054,-122.339182
"Kern River, Section 4",Kern,Trout,2025/01/26,2025/02/01,35.7305030822754,-118.42365265
Cucamonga Guasti Park Lake,San Bernardino,Trout,2025/01/26,2025/02/01,34.072562,-117.589729
Little Lake,Riverside,Trout,2025/01/26,2025/02/01,33.727819,-116.917195
Lake Berryessa,Napa,Trout,2025/01/26,2025/02/01,38.589974,-122.230433
Sandywool Lake,Santa Clara,Trout,2025/01/26,2025/02/01,37.454999,-121.862382
Granite Park Pond,Sacramento,Trout,2025/01/26,2025/02/01,38.543737,-121.40563
Hagan Park Pond,Sacramento,Trout,2025/01/26,2025/02/01,38.605187,-121.308773
Mather Lake,Sacramento,Trout,2025/01/26,2025/02/01,38.556128,-121.253596
Southside Park Pond,Sacramento,Trout,2025/01/26,2025/02/01,38.567586,-121.50294
Seccombe Park Lake,San Bernardino,Trout,2025/01/26,2025/02/01,34.109481,-117.281879
Lake Chabot,Solano,Trout,2025/01/26,2025/02/01,38.136611,-122.235139
Mojave Narrows Regional Park Lake,San Bernardino,Trout,2025/01/26,2025/02/01,34.51532,-117.278624
"Owens River, Section 2",Inyo,Trout,2025/01/26,2025/02/01,37.1855621337891,-118.26623535
"Kings River, Below Pine Flat Dam",Fresno,Trout,2025/01/26,2025/02/01,36.7976875305176,-119.39915466
River Walk Lake,Kern,Trout,2025/01/26,2025/02/01,35.351532,-119.126559
Glen Helen Park Lake,San Bernardino,Trout,2025/01/26,2025/02/01,34.207904,-117.403907
Mooney Grove Park Pond,Tulare,Trout,2025/01/26,2025/02/01,36.2802909505087,-119.30894458
Pleasant Valley Reservoir,Inyo,Trout,2025/01/26,2025/02/01,37.42236,-118.536025
Prado Park Lake,San Bernardino,Trout,2025/01/26,2025/02/01,33.943239,-117.646789
Ming Lake,Kern,Trout,2025/01/26,2025/02/01,35.439631,-118.86563
Sycamore Island Pond,Madera,Trout,2025/01/26,2025/02/01,36.8516179857113,-119.82626269
Santa Fe Reservoir,Los Angeles,Trout,2025/02/02,2025/02/08,34.112907,-117.950271
Mile Square Park Lake,Orange,Trout,2025/02/02,2025/02/08,33.729213,-117.93928
El Dorado Forebay,El Dorado,Trout,2025/02/02,2025/02/08,38.769829,-120.583751
Pleasant Valley Reservoir,Inyo,Trout,2025/02/02,2025/02/08,37.42236,-118.536025
Echo Park Lake,Los Angeles,Trout,2025/02/02,2025/02/08,34.073182,-118.260457
Eisenhower Park Lake,Orange,Trout,2025/02/02,2025/02/08,33.835836,-117.838413
Greer Park Lake,Orange,Trout,2025/02/02,2025/02/08,33.736703,-118.00857
Lake Tabeaud,Amador,Trout,2025/02/02,2025/02/08,38.348182,-120.663223
Tri-city Lake,Orange,Trout,2025/02/02,2025/02/08,33.904077,-117.866089
Puddingstone Lake,Los Angeles,Trout,2025/02/02,2025/02/08,34.086974,-117.804408
Del Lago Park Lake,Tulare,Trout,2025/02/02,2025/02/08,36.228637,-119.321163
Belvedere Lake,Los Angeles,Trout,2025/02/02,2025/02/08,34.034691,-118.158507
Bon Tempe Lake,Marin,Trout,2025/02/02,2025/02/08,37.953636,-122.60603
Rancho Jurupa Park Pond,Riverside,Trout,2025/02/02,2025/02/08,33.981496,-117.419267
Yucaipa Lake,San Bernardino,Trout,2025/02/02,2025/02/08,34.053384,-117.048524
Diaz Lake,Inyo,Trout,2025/02/02,2025/02/08,36.562231,-118.054857
Blue Lake Upper,Lake,Trout,2025/02/02,2025/02/08,39.170685,-123.011522
Lincoln Park Lake,Los Angeles,Trout,2025/02/02,2025/02/08,34.06624,-118.202518
Merced Lake North,San Francisco,Trout,2025/02/02,2025/02/08,37.727309,-122.494671
Hollenbeck Park Lake,Los Angeles,Trout,2025/02/02,2025/02/08,34.039924,-118.218236
Contra Loma Reservoir,Contra Costa,Trout,2025/02/02,2025/02/08,37.974436,-121.825589
Carr Park Lake,Orange,Trout,2025/02/02,2025/02/08,33.721744,-118.023462
La Mirada Lake,Los Angeles,Trout,2025/02/02,2025/02/08,33.90373,-118.00657
Chollas Park Lake,San Diego,Trout,2025/02/02,2025/02/08,32.736949,-117.062971
Cerritos Lake,Los Angeles,Trout,2025/02/02,2025/02/08,33.85159,-118.060307
Huntington Park Lake,Orange,Trout,2025/02/02,2025/02/08,33.698396,-118.011161
Carbon Canyon Reservoir,Orange,Trout,2025/02/02,2025/02/08,33.920218,-117.835353
Rancho Simi Park Lake,Ventura,Trout,2025/02/02,2025/02/08,34.2665,-118.763836
Hidden Valley Pond,Contra Costa,Trout,2025/02/02,2025/02/08,37.982778,-122.090556
Kenneth Hahn Lake,Los Angeles,Trout,2025/02/02,2025/02/08,34.009354,-118.370514
El Dorado Park Lakes,Los Angeles,Trout,2025/02/02,2025/02/08,33.820542,-118.084551
Horseshoe Lake,Alameda,Trout,2025/02/02,2025/02/08,37.572952,-122.00143
Yorba Linda Regional Park Lake,Orange,Trout,2025/02/02,2025/02/08,33.869442,-117.764807
Downey Wilderness Park Lake,Los Angeles,Trout,2025/02/02,2025/02/08,33.9359,-118.101231
Lake Wohlford,San Diego,Trout,2025/02/02,2025/02/08,33.173441,-116.992679
Ralph Clark Regional Park Lake,Orange,Trout,2025/02/02,2025/02/08,33.893664,-117.978444
Alondra Park Lake,Los Angeles,Trout,2025/02/02,2025/02/08,33.882028,-118.334293
Cahuilla Park Lake,Riverside,Trout,2025/02/02,2025/02/08,33.632417,-116.273937
Jenkinson Lake,El Dorado,Trout,2025/02/02,2025/02/08,38.722944,-120.556443
Hansen Dam Lake,Los Angeles,Trout,2025/02/02,2025/02/08,34.2661,-118.392908
"Owens River, Section 2",Inyo,Trout,2025/02/02,2025/02/08,37.1855621337891,-118.26623535
Rancho Seco Lake,Sacramento,Trout,2025/02/09,2025/02/15,38.337526,-121.095012
Scotts Flat Reservoir,Nevada,Trout,2025/02/09,2025/02/15,39.277221,-120.917553
Sunbeam Lake,Imperial,Trout,2025/02/09,2025/02/15,32.779564,-115.679917
Prado Park Lake,San Bernardino,Trout,2025/02/09,2025/02/15,33.943239,-117.646789
Glen Helen Park Lake,San Bernardino,Trout,2025/02/09,2025/02/15,34.207904,-117.403907
Casitas Lake,Ventura,Trout,2025/02/09,2025/02/15,34.378808,-119.344
"Kern River, Section 5","Kern, Tulare",Trout,2025/02/09,2025/02/15,35.7961883544922,-118.45127869
"Owens River, below Tinnemaha",Inyo,Trout,2025/02/09,2025/02/15,37.0494766235352,-118.22177887
"Kern River, Section 4",Kern,Trout,2025/02/09,2025/02/15,35.7305030822754,-118.42365265
Barney Schwartz Park Lake,San Luis Obispo,Trout,2025/02/09,2025/02/15,35.637244,-120.64599
Ming Lake,Kern,Trout,2025/02/09,2025/02/15,35.439631,-118.86563
Cucamonga Guasti Park Lake,San Bernardino,Trout,2025/02/09,2025/02/15,34.072562,-117.589729
Sandywool Lake,Santa Clara,Trout,2025/02/09,2025/02/15,37.454999,-121.862382
Shadow Cliff Lake,Alameda,Trout,2025/02/09,2025/02/15,37.669744,-121.836473
Mojave Narrows Regional Park Lake,San Bernardino,Trout,2025/02/09,2025/02/15,34.51532,-117.278624
Manzanita Lake,Madera,Trout,2025/02/09,2025/02/15,37.24543,-119.517409
IWA Wister Pond,Imperial,Trout,2025/02/09,2025/02/15,33.274405,-115.589939
River Walk Lake,Kern,Trout,2025/02/09,2025/02/15,35.351532,-119.126559
Seccombe Park Lake,San Bernardino,Trout,2025/02/09,2025/02/15,34.109481,-117.281879
El Estero Lake,Monterey,Trout,2025/02/09,2025/02/15,36.599182,-121.885405
Rollins Reservoir,"Nevada, Placer",Trout,2025/02/09,2025/02/15,39.152622,-120.940649
Lake Jennings,San Diego,Trout,2025/02/09,2025/02/15,32.857689,-116.887852
Avocado Lake,Fresno,Trout,2025/02/09,2025/02/15,36.787045,-119.412218
Apollo Community Regional Park Lake ,Los Angeles,Trout,2025/02/09,2025/02/15,34.741323,-118.200297
Elizabeth Lake,Los Angeles,Trout,2025/02/09,2025/02/15,34.666157,-118.401881
"Kings River, Below Pine Flat Dam",Fresno,Trout,2025/02/09,2025/02/15,36.7976875305176,-119.39915466
Bogart Park Pond,Riverside,Trout,2025/02/09,2025/02/15,33.9814076578515,-116.9535323
Corrine Lake,Madera,Trout,2025/02/09,2025/02/15,37.159408,-119.49595
Sycamore Island Pond,Madera,Trout,2025/02/09,2025/02/15,36.8516179857113,-119.82626269
Lake Murray,San Diego,Trout,2025/02/09,2025/02/15,32.786784,-117.042955
Mooney Grove Park Pond,Tulare,Trout,2025/02/09,2025/02/15,36.2802909505087,-119.30894458
Lake Miramar,San Diego,Trout,2025/02/09,2025/02/15,32.916167,-117.098571
